age gender earnings education
30 female 12.019231 16
29 male   17.948717 16
30 male   10.000000 12
30 female 24.038462 16
30 male    6.923077  9
30 male    6.129807  6
30 female  7.211538 12
30 male   16.826923 12
29 female 14.423077 16
29 male   13.846154 12
29 female 14.423077 16
29 female 16.346153 16
30 male   12.019231  8
30 male   14.423077 12
29 female  8.000000 13
29 female  7.500000 16
29 female 19.711538 16
29 male   15.865385 16
29 male   24.038462 13
30 male   15.384615 13
29 female 12.674825 14
30 male   15.532544 14
30 female 10.964912 16
29 male   14.182693 13
29 female 16.826923 16
29 male   10.000000 12
29 male   10.000000  8
29 female 21.367521 16
30 male   25.641026 16
29 male   23.076923 12
30 male   23.076923 12
30 female 14.835165 13
29 female 20.673077 13
30 female 14.423077 14
30 female  5.769231 12
29 male    9.763313 16
30 male    7.211538  6
30 male    3.125000 13
30 male   21.367521 14
30 male   10.096154 10
29 female 14.529915 16
29 male   22.115385 13
29 male    8.653846 13
29 male   38.461540 12
29 male   17.307692 12
29 female 24.038462 16
29 female 21.878365 13
30 male    5.288462  8
29 male    7.211538 12
29 male   21.634615 13
30 male   20.000000 12
30 female 23.504274 18
30 female 17.307692 16
30 male   20.673077 16
29 male    9.615385 16
29 female  7.692307 13
29 male   15.000000 12
29 female  9.615385 12
29 female  9.615385 12
29 female 14.423077 13
30 male   21.153847 13
29 male   10.000000 12
30 male   13.580129 13
29 male   19.658119 14
29 male   13.461538 16
30 male   11.538462 12
30 male    7.692307 13
30 male   13.942307 18
29 male    8.653846 14
30 female 15.250545 13
30 female  4.807693 12
29 male   16.153847 14
29 male   21.153847 14
29 male   18.589743 14
30 male   38.014313 13
29 male   22.115385 13
30 female 12.019231 12
29 female 14.903846 12
29 female 19.230770 16
29 female 32.211540 16
30 male   28.846153 16
30 male   19.230770 12
30 female 30.288462 12
29 male   24.038462 16
29 female 16.826923 13
29 male   20.000000 16
30 male    2.884615  8
30 male   32.692307 16
29 male   11.057693  6
29 female 13.373077 13
30 female 14.423077 12
29 male    8.653846 13
29 male   10.000000 13
30 male   14.857142 13
29 male    9.615385 14
29 male    9.871795 14
29 female 13.942307 16
30 male   19.230770 12
29 male   14.423077 12
30 male   28.846153 16
29 female 20.673077 16
29 female 10.627530 12
30 female  7.142857 12
30 female 11.538462 13
29 male   12.980769 12
30 female 19.230770 16
29 female  5.076923 13
30 male   17.094017  8
30 female 14.400000 16
29 female 19.230770 13
29 female 17.307692 12
30 female 20.192308 16
29 male   21.634615 16
30 male   16.826923 12
29 male   19.230770 16
29 male   21.634615 16
29 male   35.164837 14
30 male   15.384615 12
29 male   34.188034 14
29 female 12.019231 14
29 female 31.185032 12
29 female 36.057693 16
30 male   19.230770  6
30 male   12.019231 12
29 female  8.800000 12
30 male    9.615385 12
29 male    9.265735 12
29 female 12.019231 12
29 male   19.230770 18
29 female 12.019231 16
30 female  8.875740 13
30 male   14.903846 16
29 female 10.576923 12
29 female 14.914530 11
30 female 12.500000 12
30 female  7.591093 14
29 female 14.423077 13
30 male    8.653846 13
29 male   24.188847 12
29 female 14.423077 14
29 male    7.211538 12
29 female  6.923077 12
30 female  7.294117 12
29 male   36.057693 16
30 female 19.230770 12
30 female 15.384615 13
30 male   14.423077 13
30 female 14.423077 13
29 female  9.134615 16
29 male   22.189348 16
29 male   10.000000 11
29 male   12.500000  6
29 female 17.692308 16
30 male   20.192308 12
29 male   10.000000 12
30 male   11.538462 13
30 male   38.461540 16
30 female 29.914530 16
29 male   19.230770 13
30 male   24.038462 11
29 female 12.500000 14
30 female 18.191269 13
29 female 21.367521 13
29 male   17.307692 16
30 male   14.000000 12
30 male   34.615383 16
30 female 13.942307 13
30 male   17.307692 12
29 male   24.038462 16
29 female  6.730769  8
29 male   16.826923 12
29 female  8.791209 12
29 male   12.000000  6
30 female 10.256411 16
30 male    7.211538 12
30 female 16.272190 13
29 male   10.625000 12
30 female 24.038462 18
29 female 12.019231 16
30 male   14.500000 12
30 male   14.423077 16
30 male   15.698587 12
30 female 16.153847 13
30 female 16.346153 18
29 female 12.637362 12
29 male   18.162394 13
29 female 17.094017 16
29 male   19.230770 16
29 male   10.256411 12
29 female 10.096154 14
30 female 15.109890 14
29 male   20.085470 13
29 male   19.615385 16
29 female  8.241758 12
30 female 11.057693 13
30 male    9.375000 13
30 male   17.482517 12
29 female 12.019231 16
29 male   19.711538 12
30 female 10.164835 13
30 male   16.346153 13
29 male    9.368836 13
29 male    6.593407 13
29 male   16.250000 12
30 male   18.315018 12
30 female 21.978022 16
30 male   34.722221 14
29 male    8.653846 14
29 female 16.826923 14
29 female 12.500000 12
30 male   26.923077 16
29 male   10.989011 12
29 male   28.846153 16
30 male   15.144231 14
30 male   10.256411 16
30 female 16.826923 16
30 female 14.285714 12
29 female 20.270269 16
30 male   59.230770 16
30 female 21.153847 16
29 female  9.245563 12
29 male   15.182186 14
30 female 22.123398 14
29 male   17.307692 12
30 female 12.019231 13
30 male   20.089285 12
30 female 26.923077 13
29 male   11.875000 14
30 male   14.423077 11
29 male   26.442308 12
29 male    7.403846 16
29 male    9.890110 13
30 male   12.019231 16
30 female  9.615385 13
30 female  9.615385 18
30 female  5.769231 11
30 male   14.423077 12
30 male   19.230770 14
30 male   13.663968 14
29 female  5.263158 12
30 female 17.307692 12
30 female 26.923077 14
30 male   19.230770 12
30 male   11.367521 12
30 male   31.730770 14
30 male    2.724359 14
29 male   17.500000 16
29 female  5.288462 16
30 female 37.019230 16
29 female 14.423077 12
30 female 13.221154 11
29 male   12.019231 12
30 female 13.846154 13
29 male   25.000000 16
30 male    7.632692 12
30 female 16.063942 12
29 female 14.903846 13
30 male   10.096154 12
29 male   15.384615 12
30 female  7.211538 12
30 female 12.019231 14
30 male   25.000000 16
29 male   18.509615 16
29 female 12.019231 16
29 female  9.380863 16
30 male   18.376068 14
30 female 11.538462 16
29 male    9.807693 12
30 male   14.423077  6
30 male   12.980769 12
29 male    4.807693 12
29 male    9.615385 14
30 female 13.286714 13
30 male   12.307693 16
30 female 19.230770 13
29 female 18.269230 16
29 female 15.384615 13
29 female 18.218624 16
30 female 14.423077 16
30 male    9.615385  6
30 female  9.615385 12
30 female 19.230770 18
29 male   12.237762 12
29 female 16.826923 16
30 female  5.769231 12
29 female 19.230770 16
29 female 11.057693 13
29 male   12.019231 13
30 female 16.346153 13
30 male   86.538460 13
30 male   16.826923 16
29 male    7.211538  6
29 female 12.980769 12
30 male   20.432692 16
29 male   15.384615 12
29 male   14.423077 12
29 male   18.269230 16
30 male    9.615385 10
29 female 41.346153 16
29 female 16.025640 16
30 male   31.250000 16
29 female 15.923077 18
30 male   30.769230 12
30 female 16.826923 13
30 male   26.923077 12
29 female  7.692307 12
29 female 11.538462 16
30 male   57.692307 18
29 female  5.547337 10
29 female  6.250000 12
29 male   12.980769 12
29 male   10.576923 12
29 male   13.186813 12
30 male   14.423077  9
30 female  8.000000 12
30 male   10.000000 12
30 female 16.826923 14
29 male    9.134615 13
29 male   19.230770 14
30 male   12.941176 12
30 male    9.615385 12
30 male   43.750000 18
30 male   19.230770 12
30 male   20.769230 13
29 female  9.615385 16
29 female 19.230770 16
29 female 19.230770 16
30 male    5.384615 12
30 male   14.423077 12
29 male   21.634615 16
30 male   10.096154 11
29 male   25.961538 14
29 female 49.519230 16
29 female 14.423077 14
29 male   12.500000 14
30 female 26.442308 16
30 male   23.931623 16
29 female 19.230770 12
30 female 28.846153 16
29 male   12.980769 12
29 male   24.038462 12
30 male   11.538462 14
30 female 12.628572 14
30 female 12.400000 12
29 male   10.096154 14
29 male   49.450550 16
30 female 19.230770 16
30 male   34.615383 16
30 male    8.750000 12
29 female 19.230770 13
29 male   18.461538 16
29 female 14.102564 18
30 male   26.923077 16
30 male    9.615385 12
30 male   36.057693 13
29 female 26.923077 16
30 male   18.269230 12
30 female  8.547009 13
30 female 10.576923 16
29 male   15.000000 12
30 male   34.188034 12
30 male    7.820513 12
30 male   16.826923 16
30 female 14.349650 18
29 female 11.923077 14
29 female 19.711538 16
30 male   12.980769 12
30 male    7.211538 16
29 male    8.741259 18
29 male   11.538462 12
29 male   39.448719 12
30 male   27.237762 16
30 female 26.595745 14
30 female 18.750000 14
30 male    8.653846 13
30 male   24.230770 12
30 male   18.076923 12
30 female  9.615385 13
29 male   20.000000 16
30 male   21.394230 16
29 female 14.423077 13
30 female 12.019231 13
29 female 16.112267 12
29 female 12.019231 14
29 female 15.384615 12
30 female 17.159763 16
29 female 20.340237 16
29 female 12.980769 13
30 female 18.750000 12
29 female 16.586538 13
29 female 14.423077 13
29 female 12.980769 16
29 female 19.230770 16
30 female 20.192308 16
30 female 38.461540 16
30 male   30.364372 16
29 male   11.538462 10
30 female 12.019231 12
29 male   19.871796 16
30 male   12.980769 10
30 male   18.269230 16
29 male   10.683761 16
29 male   16.198225 12
30 male   53.418804 16
30 male   10.576923 12
29 male    6.971154  9
30 male   11.904762 18
30 female 14.473684 16
30 male   10.576923  8
30 male   12.307693 12
29 male    4.423077  8
30 male    7.692307 12
29 male   26.153847 16
29 male   18.131868  9
30 male    6.172840 13
29 male   15.811966 13
30 female 12.500000 16
29 female  8.653846  8
29 male   17.094017 13
29 female 19.230770 16
29 male    9.134615 13
29 male   16.826923 12
29 female  9.759615 14
29 female  9.134615 14
29 male   13.942307 12
30 male   23.076923 12
30 male   16.826923 13
29 female 11.538462 16
30 male   20.884615 13
29 female 14.423077 13
30 male   11.217949 18
30 male   15.734265 12
30 female 12.395299 13
30 male   13.942307 14
29 male   14.155983 12
29 male   14.423077 12
30 male   18.750000 14
30 male   14.423077 14
29 female 16.826923 14
29 female 21.634615 18
29 male   13.846154 13
30 male   13.461538 12
29 male   16.826923 13
29 female  9.586057 16
29 female 17.115385 14
29 male   14.423077 13
29 female  7.211538 13
29 female  4.554656 14
29 male    6.153846 12
29 female 28.571428 18
30 female 10.683761 12
29 male   23.076923 16
29 female 19.711538 16
30 female  9.615385 13
30 male   43.269230 12
29 male   10.576923 13
30 male    9.615385 12
30 male   14.423077 12
30 female 21.449703 14
30 female 24.038462 12
30 female 30.769230 16
30 female 18.269230 16
29 male   12.307693 14
30 male   16.826923  9
29 female 21.153847 12
30 female 16.826923 16
30 female 14.957265 16
29 female 11.538462 16
29 female 35.576923 16
29 female 12.500000 16
30 female 16.346153 11
29 female 10.576923 13
30 male    2.884615  9
29 male   15.384615 12
30 female 22.115385 12
30 female  7.211538 13
30 male   11.500000 16
29 male    4.653846 16
30 female 12.980769 12
30 male   12.920673 11
30 male   25.000000 13
30 female 12.980769 13
30 female 10.576923 12
29 male    7.451923 12
30 male    5.769231 12
30 female 15.923077 18
29 female 33.653847 12
30 female 19.230770 12
29 female 19.230770 16
30 female  9.615385 12
30 female 19.230770 13
30 male   22.115385 12
29 male   24.038462 16
30 male   14.423077 13
30 female 18.269230 16
30 male   11.538462 13
29 male   23.076923 13
29 male    8.798077 12
30 male   25.000000 12
30 female  8.653846 12
30 female 17.482517 14
30 female 12.019231 16
30 female 17.889088 13
29 male   12.500000 12
30 male   15.139116 14
29 female 20.192308 12
29 male   24.038462 13
30 female 12.019231 12
30 female 16.826923 13
29 female 26.315790 16
30 male   20.673077 12
29 male    6.938776 14
29 male   21.153847 14
29 male   33.173077 16
30 male    9.829060 16
30 female 18.269230 16
30 male    9.615385 12
29 female  8.173077 12
29 male   16.826923 12
29 male   36.057693 18
29 male    7.692307 12
29 male    4.273626 12
29 female 14.903846 16
29 male    7.478632 13
29 male   19.230770 12
30 male   10.859729 16
29 male   10.576923  6
29 female 11.057693 12
29 male   40.865383 16
29 female 14.423077 14
29 female 44.230770 16
29 female  3.571429 11
30 male   23.072308 14
30 female 11.538462 12
29 female 27.884615 18
29 female 20.192308 12
29 male   18.229166 12
29 male   12.019231 12
29 female  7.812500 14
30 female  4.807693 11
30 male   25.000000 12
30 male   14.903846 16
30 male   25.000000 16
30 male   37.245193 12
29 female 14.903846 16
29 female 12.500000 18
30 female 24.038462 18
30 male   24.038462 16
29 female 12.740385 16
29 female 33.846153 16
30 male   40.865383 13
30 male    6.318681  8
30 male    5.594406 13
29 female  9.615385 14
29 female 16.666666 14
29 male   20.242914 16
29 male   14.423077 12
29 male    9.340659 13
29 female  9.473684 12
29 male   12.019231 16
29 female 18.696581 16
30 female 15.384615 18
29 male   24.038462 14
29 female  9.615385 13
29 female 24.786325 16
29 male    7.692307 10
29 female 15.384615 13
30 male   32.692307 18
29 male   20.192308 16
29 male    5.076923  8
30 male   17.094017 12
30 female 17.307692 13
30 female 14.423077 14
30 male   18.830128 12
30 male   17.533937 16
30 male   34.188034 12
30 male   28.846153 16
29 male   20.192308 16
30 female  7.211538 13
30 female 15.384615 13
29 male    8.547009 12
30 male   14.615385 13
29 male   15.865385 14
30 male    9.615385 12
29 male   20.512821 12
29 female 17.307692 16
29 male   15.384615 13
30 male   40.384617 16
29 female 14.423077 16
29 male   21.418270 13
30 female 13.942307 12
29 male   23.455385 13
29 female 16.826923 12
29 female 16.826923 13
30 male    9.134615 13
30 male   30.288462 18
29 male    5.538462 16
29 male   27.403847 16
29 male    2.403846 12
29 male   21.634615 13
30 male   19.230770 16
30 female 18.750000 16
29 male   11.538462  9
30 male   21.634615 16
30 male   26.470589 12
30 female 22.115385 16
29 male   12.692307 13
30 male   20.000000 12
30 female  3.846154 10
29 male   11.332417 13
29 female 30.982906 13
30 female 11.538462 13
30 female 29.807692 13
30 female 24.038462 16
30 male   25.000000 13
30 female 17.660910 16
29 male   17.307692 12
30 female 16.346153 14
30 male    7.692307 16
30 male   12.500000 13
30 male   10.683761 13
29 male    8.571428 16
30 male   21.634615 13
29 male    7.500000 12
29 male   12.000000 16
30 male   10.375000 12
29 male   14.423077 12
29 female  7.211538  9
29 male   19.230770 12
29 male   18.132692 13
30 male   21.153847 11
29 male   13.461538 16
29 female 39.903847 16
30 female 23.076923 18
29 male   34.188034 16
30 male   18.028847 13
30 female 33.653847 16
30 male   19.230770 16
30 female 11.538462 14
30 male   13.846154 12
29 female 13.513514 13
29 male   57.692307 16
29 male   27.307692 16
29 female  9.615385 12
29 male   13.580129 13
30 male   27.884615 18
29 male    7.692307 12
29 male   18.461538 16
30 male   16.000000 12
30 female 19.230770 18
30 female  5.769231 13
30 female 21.634615 16
30 female 13.461538 13
29 female  7.692307 12
29 male   16.826923 13
30 male   14.423077 10
30 male    6.410256 12
30 male   14.000000 16
29 male   28.846153 16
29 female  5.128205 12
29 male   50.480770 16
30 male   14.423077  6
30 male   20.710060 13
30 female  7.504691 13
29 male   16.025640 12
30 female 13.221154 12
30 female 13.701923 12
30 female 13.942307 13
29 female 17.094017 12
30 female 19.230770 13
29 male   23.504274 16
29 female 16.112267 12
30 female 19.230770 16
30 female  7.211538 14
29 female 14.884615 16
30 female  5.769231 12
29 male   16.875000 14
30 male   14.423077  8
29 male    8.791209  6
30 female  6.971154 12
29 male   12.596154 12
29 male   19.230770 13
30 male   33.854168 14
30 female 12.500000 12
29 male   14.423077 12
30 female 22.115385 16
30 male   19.230770 18
30 male    9.615385  8
29 male    8.653846  9
29 male   23.076923 13
30 female 15.488461 16
30 female 61.111111 16
30 female 12.019231 12
29 female 15.384615 14
29 male    9.615385 12
29 female  5.547337 16
30 female  6.736363 14
29 male    8.333333  9
29 female 23.076923 16
30 female  7.211538 12
29 male   13.333333 10
30 male   25.641026 14
29 male   11.250000 11
29 female  6.596154 12
30 male   13.286714 13
29 male   12.307693 12
29 male   16.826923 12
29 female 11.538462 13
30 female 20.192308 16
29 female 14.423077 13
29 male    7.211538 13
29 male   13.221154 16
30 male    5.769231 12
29 male   14.502885 13
29 male   15.384615 13
30 male   11.538462 12
29 female 18.711020 13
30 male   19.230770 16
30 female  5.384615 16
29 male    9.615385 13
29 male    6.730769 13
30 male   17.751480 12
30 female  9.615385 16
29 female 17.788462 16
30 female 61.188812 12
30 male   11.057693  9
30 female 33.653847 10
29 male   37.500000 16
30 female 13.461538 18
30 female 19.711538 18
29 female 12.019231 16
29 female 14.423077 16
30 male   21.538462 12
30 male   24.038462 14
29 male   19.230770 18
30 male   17.307692 16
29 male   25.000000 18
30 male   10.769231 13
29 female 10.096154 13
29 male   19.230770 14
30 female 13.461538 12
30 male    5.769231 12
29 male   15.865385 16
30 female 13.461538 14
30 male   11.730769 12
29 male   14.423077 12
30 male    5.769231  9
29 male   29.647436 13
30 female 12.500000 13
30 female  7.932693 12
30 male   13.062409 16
30 female  7.788462 14
29 male   14.423077 12
29 male   57.692307 18
29 male   13.942307 13
30 male   15.384615 18
29 male   14.423077 13
29 male   18.269230 14
29 male    6.923077 12
30 female 24.358974 16
29 female 10.817307 13
29 female  9.134615 13
29 male   15.865385 14
29 male   30.769230 16
29 female 11.076923 13
29 female 35.256409 12
29 female  8.012820 14
29 female 14.423077 16
30 male   18.076923 12
30 male   19.607843 16
30 male   24.038462 12
29 male   16.826923 12
30 male   24.954212 16
29 female 18.307692 13
29 female 11.446886 16
30 male   11.868132 14
29 female 31.250000 14
29 male   16.722408 13
29 male   19.097221 12
30 female 15.384615 12
29 male    9.285714 14
30 female 10.989011 13
29 male   13.942307 12
30 female 26.442308 16
29 male   10.000000 12
30 male    6.730769 12
29 female 12.019231 13
29 female  6.734694 16
30 male    4.807693  9
30 male   12.500000 12
29 male    9.600000 12
29 male   24.038462 12
30 female 17.500000 12
29 female 19.230770 16
30 female 10.576923 14
30 male    9.615385 12
29 male   11.538462 12
30 male    6.250000 11
29 female 20.192308 16
30 male   10.500000 10
30 male    8.173077 12
30 female 19.230770 16
29 female 14.423077 12
30 male   13.461538 16
30 female  4.807693 12
30 female 10.576923 16
29 male   14.423077 13
30 female  4.807693 12
30 male   15.384615 16
29 female  8.894231 13
29 male   13.846154 14
30 male   11.647436 14
29 male   10.576923 13
29 male    5.723443 13
30 male   45.096153 12
30 male   28.000000 16
29 female 16.153847 13
30 male   15.000000 12
29 female  5.769231  8
30 male   11.538462 13
29 male   54.945053 12
29 male   15.559441 14
30 female 10.576923 13
29 female 12.259615 18
30 male   23.504274 16
29 male   44.070515 16
29 male   14.957265 16
30 female 18.269230 16
29 male    7.500000  9
30 male    8.173077 12
30 male   18.269230  6
30 male   17.788462 13
30 male    6.043956  8
29 male   13.750000  6
30 female 43.269230 16
29 male   30.288462 18
30 female 16.826923 16
30 male   46.153847 16
29 male   20.192308 16
30 male   48.076923 16
30 male    8.653846 11
29 female  6.250000 12
29 male   25.000000 16
30 female 19.711538 16
30 male   20.673077 14
30 female 12.500000 12
29 male    9.615385 16
29 male   17.307692  9
30 female 26.709402 16
30 male   17.857143 12
29 male   37.019230 16
29 male   24.038462 12
30 female 20.495951 16
29 female 16.826923 14
30 female 14.903846 12
29 female 24.038462 18
29 male   16.826923 16
29 male    7.259615 13
30 male   23.076923 16
30 male   13.636364 12
30 female 11.250000 12
30 female 25.961538 16
30 male   16.826923 14
29 female 11.009615 13
29 female 22.055555 18
30 male    9.375000 12
29 male    9.615385 12
29 male   12.019231 12
29 female 12.500000 12
30 female 32.905983 16
29 female  9.615385 14
30 male   19.230770 13
29 male   20.192308 13
30 male   16.025640 14
30 female 19.230770 12
29 male   15.384615 10
30 female 20.192308 18
30 male   28.846153 16
29 female 20.673077 16
29 male   22.307692 13
29 female 10.416667 12
29 female 13.942307 12
30 male   55.288460 16
29 male   28.846153 14
30 male   23.092789 13
30 male   24.291498 13
30 female  4.807693 12
29 female 16.826923 16
30 female 28.846153 16
30 male   31.250000 16
29 female 10.576923 12
30 male   13.062409 16
29 female 27.884615 13
30 male   24.038462 12
30 female 12.019231 16
30 female 16.250000 18
29 male   26.923077  6
30 female 14.285714 12
29 female 20.242914 13
29 male   24.038462 13
30 male   15.384615 13
30 male   14.903846 12
29 female  8.173077 12
30 female 14.170040 13
29 male   22.555555 13
29 female 19.230770 18
29 male   17.051283 13
29 male   23.148148 12
30 male   11.950000 12
30 male   32.051281 12
30 male    8.000000 12
30 female 16.400000 14
30 female 13.333333 14
30 female 33.653847 18
30 male   16.666666 16
30 male    9.567307 13
29 male    8.881119 14
30 male   14.423077 12
30 male   28.632479 16
30 female 16.586538 16
30 male   33.653847 16
30 male   24.038462 12
30 male   10.000000 12
29 male   11.051282 13
29 male   12.500000 16
29 male    4.730769 12
30 female 19.230770 16
29 male   17.441860 12
29 female 11.057693 12
29 male   13.986014 12
30 female 11.057693 12
29 female  8.810375 12
29 male   13.186813 12
29 male   11.923077 16
30 male   14.847116 13
30 female 20.052404 13
30 female 27.980770 13
30 male   15.384615 13
29 male   16.826923 12
30 male   12.393163 13
30 male   19.230770 12
29 female  9.113461 12
29 male   12.820513 16
30 female 13.942307 12
30 male   17.307692 13
30 female 31.250000 16
30 female 13.354701 14
30 female 11.000000  8
29 female 15.144231 13
29 male   12.820513 16
30 male   17.692308 12
29 female 12.019231 12
30 male   35.153847 14
29 male   14.230769 12
29 male   11.250000 11
30 male   20.192308 13
30 female 21.153847 12
30 male   12.820513 12
29 male   12.980769 12
30 female  4.807693 16
30 male   22.222221 13
30 female 10.576923 14
29 male    5.144231 12
30 male   23.076923 16
29 female 11.602884 18
29 male    9.890110 12
29 female 21.000000 13
29 male   25.000000 13
29 female 14.903846 12
30 female 12.019231 14
29 male   30.288462 14
30 male   14.423077 18
30 male   16.346153 16
30 male    9.615385 12
29 female 14.903846 13
30 male   22.355770 16
30 female  8.653846 14
29 male    2.797203 13
29 male   12.820192 16
29 male   20.192308 14
30 female  9.134615 13
29 male   18.589743 14
29 female  9.615385 14
30 female 17.307692 12
30 male   13.416816 12
29 female 15.384615 13
29 female 11.538462 16
30 male   21.153847 12
30 male   19.711538  9
30 male   36.057693 16
30 female 14.285714 13
29 female 18.750000 14
29 male   21.153847 13
29 female  6.722689 12
30 male   17.692308 13
29 female 16.346153 13
30 male   21.634615 13
29 female 21.634615 16
30 male   21.367521 16
29 male   34.340660 14
29 female 21.634615 18
29 male   10.576923 16
29 male   18.803419 18
30 male   27.972029 13
30 male   18.269230 12
29 female 19.711538 16
29 male    8.241758 12
29 female 15.865385 18
29 male   13.461538 12
30 male    6.410256 14
30 female  9.285714 12
29 male   14.423077 12
29 male   40.064102 16
29 female 19.711538 18
29 female 21.153847 16
30 male   21.153847 16
30 female  9.615385 12
29 female 17.307692 12
30 male   10.817307 12
30 female  5.000000  6
29 female 23.504274 16
30 female 15.384615 14
30 male   20.673077 14
30 female 19.711538 12
30 male   11.555555  8
30 male   29.807692 12
29 male   18.028847 12
29 female 14.423077 13
29 male    9.615385 16
29 male   15.384615 13
30 female  9.230769 12
29 male   10.256411 12
30 male   13.221154 12
30 male   11.538462  6
29 male   20.384615 16
29 male   12.500000 10
29 female 11.538462 14
30 male   23.076923 16
29 male   12.692307 13
30 male   16.826923 12
30 male   12.538462 12
29 female  8.173077 13
29 male   20.242914 13
30 female 12.980769 13
30 female  3.885004 14
29 male   19.951923 12
30 male   14.053254 13
30 female 15.384615 13
29 male    9.615385 14
29 female 11.538462 13
30 male   17.094017 12
29 female 13.365385 16
29 female  7.692307 14
30 male   28.846153 16
29 female 11.057693 16
30 male   12.585470 13
29 female  9.790210 13
29 male    9.615385  9
30 male   51.282051 18
30 female  6.122449 13
29 male    7.211538 12
29 female  6.000000 18
30 female 16.826923 18
30 male   24.038462 18
29 female 11.217949 12
30 female 19.230770 16
29 male    7.211538 14
29 male    9.615385 14
29 male   12.500000 13
29 male    8.238867 16
29 female  6.250000 14
29 female 11.538462 13
30 male    8.133846 14
30 female 12.019231 12
29 female 18.923611 14
29 male   14.903846 12
30 female  5.673077 13
29 male   17.788462 16
30 female  9.600000 12
30 male   28.846153 14
29 female  8.489583 13
29 male   10.256411 13
30 male    8.653846 12
29 male    9.616667 13
29 male    8.173077 12
29 male   11.538462 12
29 male    9.000000 12
29 female 10.204082 11
29 female 15.384615 16
30 male    6.250000  9
29 female  8.547009 12
29 female 11.538462 16
30 male   12.692307 12
29 male   19.230770 16
29 male   15.453297 16
29 female 31.730770 18
29 male   31.250481 12
30 female 36.538460 16
29 male   19.711538 13
30 female  7.083333 10
30 male   16.826923 16
29 female 28.846153 13
30 male   17.307692 18
29 male   30.769230 16
30 male   16.538462 16
30 male   16.826923 12
29 male   12.019231 14
30 male   27.403847 16
30 male   15.384615 12
29 male   45.454544 16
29 male   28.616154 14
29 female 16.826923 14
29 male   17.948717 14
30 male   24.038462 12
30 male   17.675962 12
30 male   15.384615 12
29 female 10.914761 12
30 female  2.403846 14
29 female 19.270834 13
29 male   11.057693 12
29 female 17.094017 14
30 female 45.673077 16
29 female  8.173077 12
29 male   59.134617 16
30 male    6.730769 12
30 male   11.057693 12
29 female 21.153847 16
30 male   27.777779 13
30 male   10.683761 12
30 male   20.673077 14
29 male   28.846153 16
30 female 26.250000 16
29 female  9.355510 13
29 female  8.136095 13
29 male    9.615385 16
30 female  7.211538 13
30 male    8.653846 12
29 male    6.730769 12
30 male   10.555555 12
30 male   46.153847 14
29 male   24.038462 13
29 female 12.980769 13
30 male   21.449703 13
29 male   12.019231 14
30 female 18.269230 14
30 male   33.653847 16
30 male   20.769230 12
30 male    8.136095 12
29 female 12.500000 16
29 male   25.000000 16
30 female 29.914530 18
30 female  5.769231 13
30 female 20.748987 13
29 male   16.826923  8
29 male    5.769231 16
29 male    8.173077 10
30 male   20.884615 12
29 male    7.307693 12
30 female 39.903847 16
29 female  8.173077 12
29 female  5.769231 12
30 male   21.153847 13
29 male   16.346153 16
30 male   15.384615 12
29 male   20.875000 13
29 female 12.500000 18
30 male   29.807692 13
29 female 10.576923 13
30 male    9.615385 13
30 male   40.865383 16
29 male    8.653846 12
29 male   12.019231 10
29 female 23.076923 12
30 male    6.153846  8
29 female  7.632653 13
29 female  9.134615 12
29 male   11.904762  6
29 male   21.634615 16
29 male   19.711538 12
29 male   12.500000 18
29 female 12.980769 13
30 female 19.230770 14
30 male   12.820513 12
30 female 12.019231 13
30 male   34.615383 16
30 male   14.679808 13
29 male   32.211540 16
30 male   13.942307 16
30 male   23.076923 18
30 female 36.324787 18
29 female 18.269230 13
30 male   13.461538 12
29 male   22.596153 12
30 male   17.482517 12
30 female 11.363636 12
30 female 11.538462 13
30 male   32.692307 12
29 male    9.935898 12
29 male   26.634615 14
29 female 16.666666 16
30 male   38.461540 16
29 male   12.237762 16
30 female 22.115385 13
29 male   10.000000 10
30 male   19.230770 16
30 female 17.067308 14
29 male   14.423077 14
30 male   15.224359 12
29 female 17.307692 16
30 male   11.250000 13
30 male   24.038462 16
30 male   34.615383 12
30 male   31.250000 18
30 female 19.230770 16
30 male   33.653847 18
29 male    8.000000 12
29 male   31.250000 12
29 male    8.990385 13
29 female 36.057693 18
30 female  5.288462 16
30 female 22.773279 13
30 female 13.461538 12
29 female 18.121302 12
29 male   19.230770 13
29 female 20.192308 18
30 female 17.692308 16
29 female 13.461538 13
29 female 12.561058 13
29 male   16.707787 12
30 female 10.096154 13
29 female 15.384615 16
29 female 18.131868 13
30 male    7.692307 13
30 female 15.468227 16
30 female  9.615385 16
29 male   17.948717 12
29 female 15.000000 14
29 male   21.500000 13
30 male   16.666666 16
29 male   15.384615 12
30 male   16.642012 12
29 male    2.958580 12
30 female  8.894231 13
30 female 32.500000 18
29 female 30.769230 14
30 female  4.487179 13
30 male   16.346153 16
29 male   13.759134 16
29 male   20.940170 18
30 male   14.423077 16
29 female 16.826923 16
30 male   16.239317 12
30 female 40.865383 16
30 male    7.211538 12
30 female 12.019231  8
30 male   29.807692 12
30 female  9.763313 13
30 male   15.384615 14
30 female  8.935509 13
29 female 10.576923 12
30 female  6.770833 12
30 male   12.393163 13
29 male   27.884615 13
29 female  4.273504 12
30 male   21.500000 12
29 female  6.250000 12
30 male   24.038462 12
29 male    7.692307 16
30 male    9.134615 13
30 male   14.423077 14
29 male   17.788462 13
29 male   22.222221 14
